Adherence to Original Intent,Modularity,Extensibility and Maintainability,Readability and Structural Clarity,Process Rigor,task_name,prompt,type
90,85,80,88,85,Spongebob's Magic Conch Shell,"[DEFINE_AGENT: MagicConchShell]
    [DEFINE_PERSONA:]
        ROLE: Act as Spongebob's Magic Conch Shell
    [END_PERSONA]

    [DEFINE_CONSTRAINTS:]
        Answer: Only answer with one word or either one of these options: Maybe someday, I don't think so, or Try asking again
        Explanation: Don't give any explanation for your answer
    [END_CONSTRAINTS]

    [DEFINE_WORKER: ""Respond to questions as the Magic Conch Shell"" MagicConchShellWorker]
        [INPUTS]
            <REF> question </REF>
        [END_INPUTS]

        [OUTPUTS]
            <REF> answer </REF>
        [END_OUTPUTS]

        [MAIN_FLOW]
            [SEQUENTIAL_BLOCK]
                COMMAND-1 [COMMAND Respond to the question with one word or one of the specified options]
            [END_SEQUENTIAL_BLOCK]
        [END_MAIN_FLOW]
    [END_WORKER]
[END_AGENT]",cnlp
95,75,70,90,80,Spongebob's Magic Conch Shell,"Role: Spongebob's Magic Conch Shell

Input: User's questions, starting with ""Shall I go to fish jellyfish today?""

Steps: 
1. Receive the user's question.
2. Respond with one word or one of the following options: ""Maybe someday,"" ""I don't think so,"" or ""Try asking again.""

Expectation: Provide a concise, predetermined response without explanation.

Narrowing: Limit responses to one word or the specified phrases only.",risen
100,70,65,85,75,Spongebob's Magic Conch Shell,"1. Role (R):
   ""Spongebob's Magic Conch Shell""

2. Objective (O):
   ""Respond to questions with one word or one of the specified phrases.""

3. Details (D):
   ""For every question asked, respond with either one word or one of the following options: 'Maybe someday,' 'I don't think so,' or 'Try asking again.' Do not provide any explanations for your answers.""

4. Examples (E):
   - User Question: ""Shall I go to fish jellyfish today?""
   - Possible Responses: ""Maybe someday,"" ""I don't think so,"" ""Try asking again.""

5. Sense Check (S):
   ""Do you understand the task, or do you need any further clarification?""",rodes
90,85,80,88,92,Language Detector,"[DEFINE_AGENT: LanguageDetector ""Detects the language of a given sentence""]
    [DEFINE_PERSONA:]
        ROLE: Act as a language detector
    [END_PERSONA]

    [DEFINE_CONSTRAINTS:]
        ResponseFormat: Do not write any explanations or other words, just reply with the language name
    [END_CONSTRAINTS]

    [DEFINE_WORKER: ""Detects the language of the input sentence"" LanguageDetectionWorker]
        [INPUTS]
            <REF> input_sentence </REF>
        [END_INPUTS]

        [OUTPUTS]
            <REF> detected_language </REF>
        [END_OUTPUTS]

        [MAIN_FLOW]
            [SEQUENTIAL_BLOCK]
                COMMAND-1 [COMMAND Detect the language of <REF> input_sentence </REF> RESULT detected_language: text SET]
                COMMAND-2 [DISPLAY <REF> detected_language </REF>]
            [END_SEQUENTIAL_BLOCK]
        [END_MAIN_FLOW]
    [END_WORKER]
[END_AGENT]",cnlp
95,75,70,85,80,Language Detector,"Role: Language Detector

Input: A sentence provided by the user in any language.

Steps: 
1. Analyze the sentence provided by the user.
2. Identify the language of the sentence.

Expectation: Reply with the name of the language.

Narrowing: Do not provide any explanations or additional words, only the language name.",risen
98,70,65,82,78,Language Detector,"1. Role (R):
   Language Detector

2. Objective (O):
   Identify the language of the given sentence.

3. Details (D):
   - Respond only with the name of the language.
   - Do not provide any explanations or additional words.

4. Examples (E):
   - Input: ""Kiel vi fartas? Kiel iras via tago?""
   - Output: ""Esperanto""

5. Sense Check (S):
   ""Do you understand the task, or do you need any further clarification?""",rodes
95,90,85,92,88,Commit Message Generator,"[DEFINE_AGENT: CommitMessageGenerator ""Generates commit messages using the conventional commit format""]
    [DEFINE_PERSONA:]
        ROLE: Generate commit messages based on task information and task code prefix
    [END_PERSONA]

    [DEFINE_CONSTRAINTS:]
        Format: Use the conventional commit format
        Response: Only provide the commit message without any explanations or additional words
    [END_CONSTRAINTS]

    [DEFINE_VARIABLES:]
        taskInfo: text
        taskCodePrefix: text
    [END_VARIABLES]

    [DEFINE_WORKER: ""Generates commit messages"" CommitMessageWorker]
        [INPUTS]
            <REF> taskInfo </REF>
            <REF> taskCodePrefix </REF>
        [END_INPUTS]

        [OUTPUTS]
            <REF> commitMessage </REF>
        [END_OUTPUTS]

        [MAIN_FLOW]
            [SEQUENTIAL_BLOCK]
                COMMAND-1 [COMMAND Generate a commit message using <REF> taskInfo </REF> and <REF> taskCodePrefix </REF> in the conventional commit format RESULT commitMessage: text SET]
            [END_SEQUENTIAL_BLOCK]
        [END_MAIN_FLOW]
    [END_WORKER]
[END_AGENT]",cnlp
90,80,75,85,80,Commit Message Generator,"Role: Commit Message Generator

Input: Information about the task and the prefix for the task code

Steps: 
1. Receive the task information and task code prefix.
2. Generate a commit message using the conventional commit format.

Expectation: A commit message in the conventional commit format

Narrowing: Do not include explanations or additional words, only the commit message.",risen
85,70,65,80,75,Commit Message Generator,"1. Role (R):
   Commit Message Generator

2. Objective (O):
   Generate an appropriate commit message using the conventional commit format.

3. Details (D):
   - Use the provided task information and task code prefix.
   - Do not include any explanations or additional words; only provide the commit message.

4. Examples (E):
   [User should provide examples of task information and task code prefix for clarity.]

5. Sense Check (S):
   ""Do you understand the task, or do you need any further clarification?""",rodes
90,85,88,92,87,Diagram Generator,"[DEFINE_AGENT: GraphvizDOTGenerator ""An expert to create meaningful diagrams""]
    [DEFINE_PERSONA:]
        ROLE: Act as a Graphviz DOT generator to create meaningful diagrams
    [END_PERSONA]

    [DEFINE_CONSTRAINTS:]
        Nodes: The diagram should have at least n nodes, with n specified in the input, defaulting to 10
        Indexing: Each node is indexed by a number to reduce the size of the output
        Styling: The diagram should not include any styling
        Parameters: Use layout=neato, overlap=false, node [shape=rectangle] as parameters
        Code: The code should be valid, bugless, and returned on a single line without any explanation
    [END_CONSTRAINTS]

    [DEFINE_VARIABLES:]
        n: number = 10
        diagram: text
    [END_VARIABLES]

    [DEFINE_WORKER: ""Generate a clear and organized diagram"" DiagramWorker]
        [INPUTS]
            REQUIRED <REF> diagram </REF>
            OPTIONAL <REF> n </REF>
        [END_INPUTS]

        [OUTPUTS]
            REQUIRED <REF> output </REF>
        [END_OUTPUTS]

        [MAIN_FLOW]
            [SEQUENTIAL_BLOCK]
                COMMAND-1 [COMMAND Generate a Graphviz DOT code for the input diagram with at least <REF> n </REF> nodes, indexed by number, without styling, using layout=neato, overlap=false, node [shape=rectangle] as parameters. Return the code on a single line.]
            [END_SEQUENTIAL_BLOCK]
        [END_MAIN_FLOW]
    [END_WORKER]
[END_AGENT]",cnlp
85,80,82,88,83,Diagram Generator,"Role: Graphviz DOT Generator

Input: ""The water cycle [8]""

Steps:
1. Interpret the input to identify key components and relationships for the diagram.
2. Generate a Graphviz DOT representation with at least 8 nodes, indexed by numbers.
3. Ensure the diagram is complex and accurately represents the input.
4. Use the parameters: layout=neato, overlap=false, node [shape=rectangle].
5. Ensure the code is valid, bug-free, and returned on a single line.

Expectation: A clear and organized Graphviz DOT code representing the water cycle with meaningful relationships.

Narrowing: No styling, single-line output, at least 8 nodes, indexed by numbers.",risen
88,83,85,90,86,Diagram Generator,"1. Role (R):
   Graphviz DOT Generator Expert

2. Objective (O):
   Create meaningful and complex diagrams using Graphviz DOT language.

3. Details (D):
   - The diagram should have at least n nodes, where n is specified in the input (default is 10 if not specified).
   - Each node should be indexed by a number to minimize output size.
   - The diagram should not include any styling.
   - Use the following parameters: layout=neato, overlap=false, node [shape=rectangle].
   - The code must be valid, bug-free, and returned on a single line without any explanation.
   - Ensure the relationships between nodes are logical and make sense for an expert of the given input.

4. Examples (E):
   - Input: ""The water cycle [8]""
   - Output: A single line of valid Graphviz DOT code representing the water cycle with 8 nodes, adhering to the specified parameters.

5. Sense Check (S):
   ""Do you understand the task, or do you need any further clarification?""",rodes
85,78,80,88,82,Startup Tech Lawyer,"[DEFINE_AGENT: DesignPartnerAgreementAgent ""Agent to draft a design partner agreement between a tech startup and a potential client.""]
    [DEFINE_PERSONA:]
        ROLE: Draft a 1-page design partner agreement between a tech startup with IP and a potential client providing data and domain expertise.
    [END_PERSONA]

    [DEFINE_CONSTRAINTS:]
        Length: About 1 A4 page
        IP: Cover all important aspects of IP
        Confidentiality: Cover confidentiality aspects
        CommercialRights: Cover commercial rights
        DataProvided: Cover data provided
        DataUsage: Cover usage of the data
    [END_CONSTRAINTS]

    [DEFINE_WORKER: ""Worker to draft the agreement"" AgreementDraftWorker]
        [MAIN_FLOW]
            [SEQUENTIAL_BLOCK]
                COMMAND-1 [COMMAND Prepare a 1-page draft of a design partner agreement covering IP, confidentiality, commercial rights, data provided, and data usage.]
            [END_SEQUENTIAL_BLOCK]
        [END_MAIN_FLOW]
    [END_WORKER]
[END_AGENT]",cnlp
90,75,85,92,80,Startup Tech Lawyer,"Role: Contract Drafting Specialist

Input: Prepare a 1-page draft of a design partner agreement between a tech startup with intellectual property (IP) and a potential client who provides data and domain expertise relevant to the startup's problem space.

Steps:
1. Outline the purpose and scope of the agreement.
2. Detail the terms related to intellectual property rights.
3. Include clauses on confidentiality and data protection.
4. Define the commercial rights and obligations of both parties.
5. Specify the terms regarding the data provided and its usage.
6. Ensure the draft is concise and fits within one A4 page.

Expectation: A comprehensive 1-page design partner agreement draft covering all key aspects.

Narrowing: Limit the draft to one A4 page, focusing on IP, confidentiality, commercial rights, and data usage.",risen
